2024-07-16 17:14:35,211 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Configure stats pid to 35348
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Loading settings from C:\Users\lenovo\.config\wandb\settings
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Loading settings from c:\Users\lenovo\Desktop\CUHK\Research\wandb\settings
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-07-16 17:14:35,212 INFO    MainThread:35348 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:_log_setup():521] Logging user logs to c:\Users\lenovo\Desktop\CUHK\Research\wandb\run-20240716_171435-er3z4x1q\logs\debug.log
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:_log_setup():522] Logging internal logs to c:\Users\lenovo\Desktop\CUHK\Research\wandb\run-20240716_171435-er3z4x1q\logs\debug-internal.log
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:_jupyter_setup():467] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000002E77B65A940>
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:init():561] calling init triggers
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:init():568] wandb.init called with sweep_config: {}
config: {'alpha': 0.1, 'sigma': 0.7, 'K': 0.88, 'batch_size': 1000, 'architecture': 'ASkewSGD_1', 'dataset': 'LogisticRegression', 'epochs': 50}
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:init():611] starting backend
2024-07-16 17:14:35,213 INFO    MainThread:35348 [wandb_init.py:init():615] setting up manager
2024-07-16 17:14:35,217 INFO    MainThread:35348 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-07-16 17:14:35,217 INFO    MainThread:35348 [wandb_init.py:init():623] backend started and connected
2024-07-16 17:14:35,229 INFO    MainThread:35348 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2024-07-16 17:14:35,229 INFO    MainThread:35348 [wandb_run.py:_label_probe_notebook():1309] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-07-16 17:14:35,229 INFO    MainThread:35348 [wandb_init.py:init():715] updated telemetry
2024-07-16 17:14:35,232 INFO    MainThread:35348 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-07-16 17:14:37,065 INFO    MainThread:35348 [wandb_run.py:_on_init():2357] communicating current version
2024-07-16 17:14:37,116 INFO    MainThread:35348 [wandb_run.py:_on_init():2366] got version response upgrade_message: "wandb version 0.17.4 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-07-16 17:14:37,116 INFO    MainThread:35348 [wandb_init.py:init():799] starting run threads in backend
2024-07-16 17:14:44,370 INFO    MainThread:35348 [wandb_run.py:_console_start():2335] atexit reg
2024-07-16 17:14:44,370 INFO    MainThread:35348 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-07-16 17:14:44,370 INFO    MainThread:35348 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-07-16 17:14:44,370 INFO    MainThread:35348 [wandb_run.py:_redirect():2280] Redirects installed.
2024-07-16 17:14:44,371 INFO    MainThread:35348 [wandb_init.py:init():842] run started, returning control to user process
2024-07-16 17:14:51,551 INFO    MainThread:35348 [wandb_run.py:_finish():2064] finishing run hokfong-the-chinese-university-of-hong-kong/exp/er3z4x1q
2024-07-16 17:14:51,552 INFO    MainThread:35348 [jupyter.py:save_history():445] not saving jupyter history
2024-07-16 17:14:51,552 INFO    MainThread:35348 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-07-16 17:14:51,552 INFO    MainThread:35348 [wandb_init.py:_jupyter_teardown():449] cleaning up jupyter logic
2024-07-16 17:14:51,552 INFO    MainThread:35348 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 0
2024-07-16 17:14:51,553 INFO    MainThread:35348 [wandb_run.py:_restore():2287] restore
2024-07-16 17:14:51,554 INFO    MainThread:35348 [wandb_run.py:_restore():2293] restore done
2024-07-16 17:14:54,644 INFO    MainThread:35348 [wandb_run.py:_footer_history_summary_info():3936] rendering history
2024-07-16 17:14:54,645 INFO    MainThread:35348 [wandb_run.py:_footer_history_summary_info():3968] rendering summary
2024-07-16 17:14:54,657 INFO    MainThread:35348 [wandb_run.py:_footer_sync_info():3895] logging synced files
